case_id,justice_id,turn_position,justice_utterance,preceding_speaker,preceding_context,side_addressed,label,claude_hostility,claude_question_type,gpt_hostility,gpt_question_type
16-309,j__samuel_a_alito_jr,102,What is your -- do you have a firm position or --,christopher_landau,Right.,0.0,0,,,4,CLARIFYING
16-309,j__samuel_a_alito_jr,104,"Well, that's -- I mean, that's awfully hard, because then you have to go back and determine, even if somebody says something that has a real potential to affect the naturalization decision, you still would have to go back and show that in this case it actually did make the difference.",christopher_landau,"We -- if we were starting this on tabula rasa and we had not argued materiality below, I would say that it's but-for.
I think that is the best interpretation of the statutes.",0.0,0,,,6,CHALLENGING
16-309,j__samuel_a_alito_jr,234,"That's the same question. It may be the same question in a -- in a different form. Just give me a sentence that has this pattern.
Jane Doe procured something.
Jane Doe procured X contrary to law, where the thing that she procured had no potential -- I'm sorry -- where the thing that she did had no potential to help her get X.",robert_a_parker,"I think the answer is, we at least don't read the statute to require that the statement be procuring the naturalization.
We don't read the statute to say that the violation has to procure, and I think that this goes to a difference in how we may be using the term ""materiality"" here. The Petitioner is saying that it means that the person has to have lied about a material matter, meaning that a truthful answer would be more likely to get them naturalization than an untruthful one.
Or, as Petitioner has also said several times, that it would be the but-for cause of getting that naturalization. But what Congress was concerned here with is not what people lied about; rather, it was the fact that they lied.
And the lie itself --",1.0,0,,,5,CHALLENGING
16-309,j__samuel_a_alito_jr,236,"She -- she procured X contrary to law, but the thing that she did had no potential to help her get that thing.",robert_a_parker,Had no -- well --,1.0,0,,,4,CLARIFYING
16-309,j__samuel_a_alito_jr,238,"But the -- the thing -- the thing that was done there, stealing the painting certainly had the potential to help the thief get the painting.",robert_a_parker,"If -- if what we are saying, as -- as Petitioner has argued, is that it has to be something that -- where you either could not get it, or it would be much less likely to get it if you did Y instead of X, I think one example might be, you know, you -- you go to a gallery.
You can procure the painting that's in the gallery in one of two ways.
You can procure it unlawfully by stealing it, or you can procure it lawfully by buying it.
If you steal it, it's entirely natural to say that you have procured the painting contrary to law, even though, presuming that you had the money, you could just as easily have purchased it.
And that, I think, is the difference.",1.0,0,,,5,CHALLENGING
15-457,j__samuel_a_alito_jr,45,"And what you're creating with that is not just -- it's not just a small loophole. What you're creating is an enormous gap, because any interlocutory order could be characterized by the party that loses as something that's critical to the case.
So any interlocutory order could then -- could then be appealed.",jeffrey_l_fisher,"Well, if it truly decimated your case, then perhaps, at least according to some of the lower courts, you could take an appeal from a voluntary dismissal.
But the garden variety evidentiary ruling would not allow that tactic.
And that's the Evans case, which goes all the way back to shortly after the founding where the government itself was at trial and a district judge precluded one of the government's witnesses from testifying.
The government then dismissed, tried to take an appeal to this Court, and this Court dismissed the appeal.",0.0,0,,,6,CHALLENGING
15-457,j__samuel_a_alito_jr,47,"Well, what -- what --",jeffrey_l_fisher,"Well, Justice Alito, I think you could take an absolutely firm position to preclude that possibility.
But I think if you were to approach the case like Justice Sotomayor does and say, can we at least leave open for another day the possibility of a pretrial ruling that truly decimated the merits allowing an appeal, I think you could say that too.",0.0,0,,,4,CLARIFYING
15-457,j__samuel_a_alito_jr,49,"-- would be the definition of a ruling -- well, what is decimate the merits? What does that mean?",jeffrey_l_fisher,If I could add --,0.0,0,,,4,CLARIFYING
15-457,j__samuel_a_alito_jr,115,"It is odd that the panel that decided the case, finally decided the case, apparently thought that this -- there was a proper ground for this to go forward as a class -- as a class action, right?",jeffrey_l_fisher,"Right.
And then you had the second case, which is the one we have here, and then it went up to Rule 23(f), to the Ninth Circuit, and a motions panel looked at that and denied review.
And I think the way the Ninth Circuit procedures work is that motions panels are simply different than case merits panels. Microsoft did ask, upon the filing of the appeal that is before you right now, that if the Ninth Circuit to dismiss the case for lack of jurisdiction at the outset.
But what the Ninth Circuit did was scoot it over to our regular panel, and that's how we got to where we are today.",0.0,0,,,4,CLARIFYING
15-457,j__samuel_a_alito_jr,117,"Well, they said the class -- the class allegations were improperly dismissed.",jeffrey_l_fisher,"No.
No, Justice Alito --",0.0,0,,,5,CLARIFYING
15-457,j__samuel_a_alito_jr,119,Were they not?,jeffrey_l_fisher,"Right.
So --",0.0,0,,,4,CLARIFYING
15-457,j__samuel_a_alito_jr,121,"Yeah, okay.
Well, let me -- let me state it more precisely.
The panel -- the -- the final decision of the Ninth Circuit was that there had been an error by the district court regarding --",jeffrey_l_fisher,"Let me say two things.
One is, to be precise about what the Ninth Circuit panel held, all they held was that the district judge abused his discretion by misreading a Ninth Circuit case concerning whether or not class certification was appropriate. The Ninth Circuit did not consider whether class certification was actually appropriate, or even whether the causation argument that is at the center of Microsoft's objection to class certification was correct.",0.0,0,,,2,CLARIFYING
15-457,j__samuel_a_alito_jr,123,-- class action certification.,jeffrey_l_fisher,Right.,0.0,0,,,4,CLARIFYING
15-457,j__samuel_a_alito_jr,125,"No.
That -- I -- I understand all that.
But what I'm -- I'm getting at is, if this -- if a 23(f) appeal had been presented to the panel that decided the case that is now before us, can you say that they would have refused to hear the appeal?",jeffrey_l_fisher,"That's correct, and I think it goes to the nature and actually the benefit of Rule 23(f)'s discretionary review system, which is, just to use this Court as an example, it might deny certiorari on a meritorious claim, thinking, though, that the error would be harmless in any event or some other ground.
So the Ninth Circuit may well have thought that ultimately, even though the district judge might have misread one of its cases, ultimately class certification is going to be denied anyway.
Ultimately the plaintiffs are going to lose on the merits anyway. It's not worth their time. And so what this plaintiff tactic is about doing, again, is foisting onto courts of appeals, appeals that often are actually directly turned down and requiring them to expend significant resources --",0.0,0,,,4,CLARIFYING
15-457,j__samuel_a_alito_jr,127,How would that --,jeffrey_l_fisher,"I might be able to say that.
I will actually tell you that just by happenstance --",0.0,0,,,4,CLARIFYING
15-457,j__samuel_a_alito_jr,129,"Well, how would that be consistent with the -- the reasoning of the panel that decided the case that's before us?",jeffrey_l_fisher,"-- one of the judges who was on the -- one -- one of the judges who was on the motion panel that denied the 23(f) petition was on the merits panel that decided the case in front of you today.
So that -- that one judge we know, at least, voted to reject the 23(f) appeal, but was forced into taking this one instead.",0.0,0,,,5,CHALLENGING
15-457,j__samuel_a_alito_jr,182,"Well, that's a different question.
But -- and you've spoken a lot about Ninth Circuit precedent. But what is your best support in any case from this Court for the proposition that a voluntary conditional dismissal with prejudice is a final decision?",peter_k_stris,"So I'll -- I'll -- I'm going to answer that and I want to say three things. The first is there's actually a series of circuit splits.
There's a circuit split on whether this can be done in the multiclaim context where the Second Circuit and Federal Circuit say you can.
They say they -- they embrace the same theory.
And they say if you have a core claim that you really -- it's your primary claim and it's dismissed a 12(b)(6) summary judgment, but your peripheral claim exists -- persists, every circuit would say you could dismiss that without prejudice forever and take your appeal.
But the Second Circuit and the Federal Circuit say you can dismiss the peripheral claim with conditional prejudice.",1.0,0,,,5,CHALLENGING
15-457,j__samuel_a_alito_jr,188,"Well, it's one thing when a party who suffered a very serious adverse ruling on an interlocutory order says: Okay, we give up; go ahead and enter judgment for the other side.
That's one thing. It's quite another thing, possibly, when the party that has suffered this ruling moves for a voluntary dismissal.
An order cannot be final unless it defeats every thing that you asked for.
So any possibility that you would get attorney's fees or an incentive award or anything else, if that -- if you are keeping that still on the table, if that is still on the table, then the order isn't final --",peter_k_stris,"That's correct.
And the reason this is important and it answers Justice Alito's question is, the government -- that was a collateral order that the government felt strongly that they shouldn't have to obey.
The -- the -- the Court did not order them under Rule 37 to turn it over or we're going to terminate the case. The government, Justice Alito, went to the Court and said: When you decide what sanction you want -- because it was likely, as Procter & Gamble pointed out, that they just would have imposed an evidentiary sanction or an adverse-inference sanction. The government said: Please don't do that.
Please impose a terminating sanction so we can appeal what would otherwise be an interlocutory ruling.",1.0,0,,,5,DEVILS_ADVOCATE
15-457,j__samuel_a_alito_jr,190,"-- I would say.
And the only basis for rejecting everything that you might possibly get was your request -- if you read the order that way, was your request that it be -- that it be rejected with prejudice.",peter_k_stris,"Well, I --",1.0,0,,,5,CHALLENGING
15-457,j__samuel_a_alito_jr,192,"Well, tell me what's wrong with that as a matter of first principles.",peter_k_stris,"But -- but that's precisely what happened in Procter & Gamble and that's precisely the argument that Procter & Gamble made.
The United States, Justice Alito --",1.0,0,,,4,CLARIFYING
15-457,j__samuel_a_alito_jr,194,"No.
With what I just said.",peter_k_stris,"Well, what's wrong with our position, or with rejecting our position?",1.0,0,,,4,CLARIFYING
16-348,j__samuel_a_alito_jr,59,"Could I just ask you a practical question? Would there be anything -- suppose a trustee or the attorney for a debtor said, I am going to -- let's say this case is in Alabama.
The statute of limitations for the collection of debt in Alabama is six years.
I am going to object to every -- any claim for a debt that was incurred more than six years ago. Would -- would that be inconsistent with the duties of the trustee or the attorney?",kannon_k_shanmugam,"Well, I don't -- I don't think that there is a record on how much we've collected with regard to this particular type of claim more generally. But leaving that aside, I want to make one very important point about the interplay between the Bankruptcy Code and the FDCPA here.
I think that Respondent's briefs sort of has this genus-like quality. Because Respondents fight this to some extent on the operation of the Bankruptcy Code.
But I think, really, the principal beef that Respondent has here is that the bankruptcy system just isn't works as it should. If you take a look at pages 29 to 30 of Respondent's brief, Respondent really makes the broader point that trustees and other parties in interest aren't simply objecting as often as they should in bankruptcy and that frustrates --",0.0,0,,,4,HYPOTHETICAL
16-348,j__samuel_a_alito_jr,61,"Well, I'll -- I'll ask Mr. Geyser the same question, but it -- I can't understand why a trustee or an attorney wouldn't take that -- wouldn't take that approach --",kannon_k_shanmugam,"I mean, no, not necessarily, because at that point essentially what -- what would be happening is that the trustee would say there's a prima facie limitations defense here, we're going to raise an objection, and at that point the issue would be litigated.
And if the creditor in that circumstance didn't come back and request a hearing or otherwise litigate the issue, it -- I think it's quite possible, depending on the nature of the objection, that the objection would be sustained and that the claim would be disallowed. Again --",0.0,0,,,5,CHALLENGING
16-348,j__samuel_a_alito_jr,63,-- automatically object to anything that is over the -- the statute of limitations.,kannon_k_shanmugam,Well --,0.0,0,,,4,CLARIFYING
16-348,j__samuel_a_alito_jr,129,"May I ask you the question that I -- I asked your -- your adversary.
Why -- why do these time-barred claims slip through? I mean, that's a big part of your argument.
Why don't trustees and attorneys for the debtor automatically object to any claim that is beyond the number of years set out in the statute of limitations?",daniel_l_geyser,"I do, I do, Justice Breyer.
I think that in the bankruptcy setting, first of all, given the speed of the proof of claim process, the odds are the objection will be adjudicated before the FDCPA suit is -- is far underway or underway at all, which is actually what happened in this case. I also think that in most circumstances, the state of mind can be satisfied by the creditor by simply articulating any reason they filed the -- the suit. They simply have to explain, why did you -- why did you think you were entitled to collect? Because every claim in the bankruptcy process is automatically deemed prima facie valid and enforceable.
And when a debt collector says by filing a proof of claim, I believe I have a right to payment on an enforceable obligation, and they know that's not true, then they are misstating the character and the legal status of the debt.",1.0,0,,,4,CLARIFYING
16-348,j__samuel_a_alito_jr,131,Why is there a big cost in -- in filing an objection?,daniel_l_geyser,"I think there are two reasons that they don't.
The first is that the cost of objecting is sometimes more than the benefit of excluding the claim.
These are nuisance-value claims. They often will acquiesce in a legitimate payout simply to avoid the nuisance value of the objection, which I think is unfair.",1.0,0,,,5,CHALLENGING
16-348,j__samuel_a_alito_jr,133,"I can't believe you couldn't even have -- you could have a computer program that does this automatically.
I can't understand why it would be very difficult.",daniel_l_geyser,"According to -- to the National Association of Bankruptcy Attorneys, it often takes two to three hours to do all the paperwork, serve the parties.
It might not seem like very much, but that -- that does impose a cost on the system. The other reason that the trustees --",1.0,0,,,6,CHALLENGING
16-348,j__samuel_a_alito_jr,135,But how many of these would there be in the typical Chapter 13?,daniel_l_geyser,"Your Honor, even if it took only an hour, you're talking about hundreds of thousands of claims filed each year, which, in the aggregate, amounts to an awful lot of time. The other reason that the trustees --",1.0,0,,,4,CLARIFYING
16-348,j__samuel_a_alito_jr,143,"I find this is a very difficult case because if -- if your description of Midland's business model is correct, it doesn't seem to me that it has much, if any, social utility. On the other hand, I have real a problem with your -- with fitting your argument into the concept of an affirmative defense.
I thought an affirmative defense was a rule of law that may allow the defendant to prevail if the defendant asserts the defense.
But you want to switch -- you're switching that over to the side of the plaintiff or the person filing the claim. It seems inconsistent with the whole idea of an affirmative defense. The idea of an affirmative defense -- let's take statute of limitations.
The idea is that the defendant may escape liability based on the statute of limitations, but only if a defendant asserts the defense and, if necessary, proves it.
And if a defendant doesn't do that, then the law is perfectly content with having a recovery on a claim that would have otherwise been time barred.",daniel_l_geyser,"Well, sometimes we don't know how many claims of these nature there are because sometimes they slip through and no one notices them. And the other reason that the trustees don't always object, Justice Alito, and they've told us this -- the -- the Chapter 13 trustees at page 15 of their brief, there -- there's an information asymmetry. Trustees assume that creditors act in good faith.
So they assume if there's a facially time-barred claim, it's possible the creditor is aware of some basis for tolling.
And the trustee doesn't know what the creditor is thinking, and so they might not object, which is a way that these claims are, in fact, misleading, even to sophisticated trustees. So the real point is that Midland wouldn't file these claims if the system actually functioned the way that Congress intended.
If -- if it did function and everyone objected the way they were supposed to, these claims would always lose.",1.0,0,,,6,CHALLENGING
16-348,j__samuel_a_alito_jr,195,Do you think this good faith defense is objective or subjective?,sarah_e_harrington,"So there are two reasons, I think, why that would not work.
The first is, as Justice Sotomayor pointed out, there's a safe haven in Rule 9011, just like there is in Rule 11 since 1993 that allows a creditor to withdraw in offending a proof of claim when it's objected to.
Now, I just want to point out, if a -- if a creditor really has a basis for -- a good-faith basis for believing that its claim is enforceable, it will presumably assert that in response to an objection.
That's not what happened here. But the second is that there is even more reason to be cautious about this in bankruptcy than there is in general civil litigation.
Because by operation of Rule 3001 of the bankruptcy rules and Section 502 of the Code, a proof of claim, when it's failed, makes the underlying claim presumptively valid.",2.0,0,,,4,CLARIFYING
16-348,j__samuel_a_alito_jr,197,It's objective?,sarah_e_harrington,We think it's objective -- or it's the same -- it's basically the same.,2.0,0,,,4,CLARIFYING
16-348,j__samuel_a_alito_jr,199,"And you said -- take the case of -- this was the third debt collection act. You're just talking about debt collectors.
So -- but let's under bankruptcy, you have a single creditor, a person who owns a sandwich shop has a claim.
It's -- it turns out that it's clearly barred by the statute of limitations, files that claim.
That's sanctionable conduct?",sarah_e_harrington,"It's objective.
All we are doing is saying the same standard that would be applied under Rule 9011 or Rule 11 should be applied here.",2.0,0,,,4,HYPOTHETICAL
16-348,j__samuel_a_alito_jr,201,"As legal matter, it would be under your interpretation.",sarah_e_harrington,"As a practical matter, it probably wouldn't be because they would withdraw.",2.0,0,,,5,CHALLENGING
16-348,j__samuel_a_alito_jr,203,"Subjective.
They were acting in perfect good faith subjectively, but not objectively.",sarah_e_harrington,If they didn't have a good-faith basis for believing that the limitations period didn't apply in that case because of tolling or some other equitable principle --,2.0,0,,,6,CHALLENGING
15-214,j__samuel_a_alito_jr,62,Do we know -- do we know exactly --,john_m_groen,"That's exactly right.
There -- there has been no formal merger.
These remain separate legal lots today.
This -- this term ""merger"" has been used very loosely, and all it really means is that the Murrs' right to independently use and develop Lot E has been destroyed.",0.0,0,,,4,CLARIFYING
15-214,j__samuel_a_alito_jr,64,"I'm sorry. Do we know exactly how Wisconsin and the county define ""common ownership""? For example, if one lot is owned by an individual in that person's own name, and then the adjacent lot is owned by a wholly-owned corporation or LLC, is that considered to be common ownership? Or if one lot is owned by, let's say, four siblings and the other one is owned by only three of the siblings, would that be common ownership?",john_m_groen,They could actually still give it away.,0.0,0,,,4,CLARIFYING
15-214,j__samuel_a_alito_jr,189,"So if lots are contiguous, that's the end of the question for you; right?",misha_tseytlin,"Well, Your Honor, let me explain the State's methodology.
And I think in doing that, I think I'll be able to answer your question more clearly. The test to identify the relevant parcel in the State's submission should be one straightforward question: Is the land lot at issue completely separate from any other land under State law? And there, you look at all of State law.
And where the State law -- lot line has no meaning for anyone, it has -- it does not give any rights, which is the case here.",1.0,0,,,5,CLARIFYING
15-214,j__samuel_a_alito_jr,195,"Well, let me give you this example.
A -- it's not that far from this case.
A plumber and his wife buy a small lot, but it's a lot on which you can build houses at that time, and they build a modest house.",misha_tseytlin,"Your Honor, I want to be clear.
When you're doing the second step, the hard work of the takings analysis, the existence -- the preexistence of the lot lines, what the investment-backed expectations were can all be taken into account.
The problem with the approach urged by the county, the Federal government, and my friends in saying it's a reasonable presumption is you basically have Penn Central squared.
I --",1.0,0,,,4,HYPOTHETICAL
15-214,j__samuel_a_alito_jr,197,"And they say, you know, we're going to -- there's a lot next door, let's buy that; we can use it as a yard for our children when they're growing up.
And then after they're grown, we can sell it, and we'll have some money for retirement. And that's a buildable lot at that time. And then this new regulation is adopted and now the side lot can't be sold at all.
And they say: Well, look, you've taken away this valuable asset we were going to use for our retirement. And the answer is: Well, no, because you could -- you could sell your whole property, and somebody who wants to build a big house could build on that property. And they say: Well, that's fine, but we like our little house.
We'd like to stay in our little house. Now, what is fair about that situation?",misha_tseytlin,Uh-huh.,1.0,0,,,4,HYPOTHETICAL
15-214,j__samuel_a_alito_jr,199,"What do you mean by they were ""involuntarily merged by government action""?",misha_tseytlin,"Your Honor, I want to clarify.
I believe that in your hypothetical, when you had two lots that were preexisting and owned by the same person and then they were involuntarily merged by government action, the analysis would, in fact, be on each lot separately.
It is completely different --",1.0,0,,,4,CLARIFYING
15-214,j__samuel_a_alito_jr,201,Right.,misha_tseytlin,"That is, there was a -- they had two lots.",1.0,0,,,4,CLARIFYING
15-214,j__samuel_a_alito_jr,203,Right.,misha_tseytlin,Same person had two lots.,1.0,0,,,4,CLARIFYING
15-214,j__samuel_a_alito_jr,205,That wouldn't fall under your regulation?,misha_tseytlin,"They were each completely independent under State law.
A new State law comes in and says those are merged.
That is a completely different analysis, and I would agree with Your Honor's premise that --",1.0,0,,,4,CLARIFYING
15-214,j__samuel_a_alito_jr,210,"And that's a very fine argument, except for the fact that it's completely contrary to the reasoning in Palazzolo.
Justice Kennedy's opinion in Palazzolo rejects that.
And the debate between Justice O'Connor in concurrence and Justice Scalia in concurrence is about exactly that. And you don't even cite Palazzolo in your brief, do you?",misha_tseytlin,"Well, Your Honor, I think the questions that Justice Kagan was asking clarified this point.
That is to say, if you want to, in this case, talk about what this regulation did in 1976, is it put a conditional stair restriction on the parents who owned Lot E.",1.0,0,,,7,CHALLENGING
15-214,j__samuel_a_alito_jr,212,"Now, which --",misha_tseytlin,"That is not correct.
At pages 41 through 43, we discuss why this is not a Palazzolo-type claim.
A Palazzolo-type claim, as Justice Kagan's questions indicated, would be that something happened in 1976 that was unreasonable.
And by ""unreasonable,"" I mean that it took property without just compensation.
So there would have to be a look back to 1976 to see if the relevant takings test fails. And it wouldn't fail here, because what happened in 1976? The parents owned Lot E only.
The -- and their interest to Lot E was protected by the grandfather clause.
The only additional restriction upon the parents that was placed in 1976 by the State was a conditional sale restriction.
That is, you can do anything with the lot you want.
You can sell to whoever you want.
The only thing you can't do practically is sell it to someone who only wants to buy it if they also own a lot next door and also is substandard.
That is a conditional sale restriction, a very minor restriction. And as we pointed out in pages 41 through 43 of our brief, they have not brought that kind of claim, which takes them out of the world of Palazzolo.",1.0,0,,,4,CLARIFYING
15-214,j__samuel_a_alito_jr,214,"If -- if one lot is owned by a wholly owned corporation or an LLC and the other is owned by the owner in the owner's own name, are they considered to be under common ownership under Wisconsin law?",misha_tseytlin,Go ahead.,1.0,0,,,4,CLARIFYING
15-214,j__samuel_a_alito_jr,216,No.,misha_tseytlin,"No, Your Honor.",1.0,0,,,4,CLARIFYING
15-214,j__samuel_a_alito_jr,218,What -- what about --,misha_tseytlin,"Unless you can pierce the corporate veil, which is obviously a very high standard.",1.0,0,,,4,CLARIFYING
15-214,j__samuel_a_alito_jr,262,"Would it matter to you if it were not possible to build a house that bridged the two lots? Suppose one was at the bottom -- one lot is at the bottom of a cliff and the other is at the top of a cliff.
Would that matter to you?",misha_tseytlin,"Because what you get with any of their approaches is Penn Central squared.
That is to say, you have a complex multifactor analysis, basically an all-things-considered analysis at step one, just to figure out the parcel.
And then, in the vast majority of cases, you then do a complex multifactor analysis and you -- which is going to look at a lot of the same factors. I think one area of agreement among the parties and amicus briefs in this case is this is -- area of law is incredibly complicated.
It's difficult to make your way through the weeds.
It --",1.0,0,,,4,HYPOTHETICAL
15-214,j__samuel_a_alito_jr,270,"How can you say that the impact is not -- is categorically not great? If some -- somebody buys a lot next to that person's house with the expectation of selling it at some point in the future to meet real needs that come up then, and then the -- a regulation is adopted that says well, sorry, you can't sell it, that there's no hardship there?",richard_j_lazarus,"Your Honor, in -- in this case, in Valley, there is some circularity here, but let me tell you why there is some circularity here. And that is because they're making and taking the challenge to a very odd -- a very odd topic, and that is the absence of an exclusion.
And -- and the reason why there's no exclusion for these kinds of substandard commonly adjacent lots is precisely because government has determined over decades that, in this situation, the economic impact isn't so great.
There isn't so hardship. So the premise of the -- of these ordinances is the absence of hardship.
And since the purpose of the Penn Central analysis or the Lucas analysis for economic impact is to identify when the hardship really is so great to justify the payment of just compensation, it's not surprising that the very teachings of these ordinances is directly relevant to how you evaluate the property.",1.0,0,,,5,CHALLENGING
15-214,j__samuel_a_alito_jr,272,"Well, that's fine except that, in order to realize the value of the two lots put together, they would have to move away.",richard_j_lazarus,"The -- the hardship -- the question though is how do you define the extent of the hardship.
And what you want -- what you need to look at under the Penn Central analysis is what the economic impact is, and to define the parcel part of that is to -- to identify what the impact is. In -- for instance, in this case, the economic impact on the Murrs, right, has to take into account the shared value of the two because the fact is, if you look to what -- there is no general issue of material fact with the lower courts on this question. The value of the two parcels together for one house is $698,000.
The value of two houses separate, with a house on each, is $771,000.",1.0,0,,,5,CHALLENGING
15-214,j__samuel_a_alito_jr,274,"Now, they think that's irrelevant.",richard_j_lazarus,"Right.
But -- and -- and the -- and they --",1.0,0,,,6,CHALLENGING
15-214,j__samuel_a_alito_jr,276,"I thought the -- I thought that what you're saying is we have to look at what's fair and just, and now you say, well, we disregard the situation of -- of the particular people who are involved.",richard_j_lazarus,"The takings inquiry is what the economic impact is on them.
It shouldn't be a different test depending upon their particular subjective preferences, then someone else's subjective preferences.
The -- the fact is --",1.0,0,,,6,CHALLENGING
15-214,j__samuel_a_alito_jr,312,"Suppose you have lots that are not contiguous but they're very close to each other. Now, under your flexible approach with all these different dimensions, are they ruled out as a single parcel?",elizabeth_b_prelogar,"I think it's very important not to adopt any kind of presumption or bright line rule for the relevant parcel.
And so I also would put it on the second prong of conducting the Penn Central analysis. But the reason for that is because the relevant parcel that the threshold definitional question is going to provide the touchstone that contextualizes the whole rest of the takings inquiry.
And if the Court were to artificially narrow it and look only at lot lines, or to presumptive weight to those lot lines, then that's going to be the focal point for measuring economic impact for looking at investment-backed expectations.",2.0,0,,,4,HYPOTHETICAL
15-214,j__samuel_a_alito_jr,314,"That can easily be taken care of by making the rule look to the -- the lots as defined at the time of the acquisition rather than something that was done prior to -- prior to the time when -- when a rule would be -- would be applied.
But, you know, it's fine to say that there are all these dimensions and they should be nuanced and who can be opposed to something that's nuanced.
But what are we looking for? What are we looking for? We're looking at all these dimensions to determine what? Could you just say as precisely as you can what we would -- we should be looking for in defining what is the property that is taken using all of the different dimensions that are relevant in your view?",elizabeth_b_prelogar,"I think it would be very difficult to say that those kinds of noncontiguous properties function as an integrated economic unit.
So I think it would be the rare case where it would be appropriate to aggregate those property interests.
But I think that it is important to keep in mind that there are so many different ways that property interests arise, that it is important to have a flexible, nuanced approach here. And Justice Alito, I would just point to the example we raised about the large developer who acquires a large tract, maybe a thousand acres of property, and subdivides it into hundreds --",2.0,0,,,5,CHALLENGING
15-214,j__samuel_a_alito_jr,316,And is it the economic impact on these particular owners or on some category of hypothetical owners?,elizabeth_b_prelogar,"I think the clearest articulation I have is to say that you should be looking for what in the interest of fairness and justice is an accurate way to measure economic impact.
And that's the point of the relevant parcel determination.
It's focused specifically on the economic impact prong of the equation.",2.0,0,,,4,CLARIFYING
15-214,j__samuel_a_alito_jr,318,But what if a lot -- but what if a lot was -- was preserved? What if it was bought for the purpose of selling it at some point in the future and/or it was preserved for that purpose so that nothing was built on it so that it could readily be sold?,elizabeth_b_prelogar,"It's always been an individualized inquiry focused on these particular owners.
And I think that the facts of this case well illustrate the point that when you're conducting that kind of evaluation, it's often the case, as -- as Mr. Lazarus said, that you're going to have a shared value, a reciprocal value that --",2.0,0,,,4,HYPOTHETICAL
15-214,j__samuel_a_alito_jr,320,"Well, why wouldn't they be determinative? I thought you said it was we look to legitimate expectations.
There, their expectations are completely frustrated.",elizabeth_b_prelogar,"I think that those kinds of reasonable investment-backed expectations have a role to play, but I don't think that they can be dispositive. Because, again, the point of the relevant parcel determination is to accurately gauge economic impact. But I do think that it's important --",2.0,0,,,5,CHALLENGING
15-214,j__samuel_a_alito_jr,322,"Well, that comes back to my -- but -- but you're saying that they have to move. They can't afford to build a big house here, which is what everybody wants.
They don't want these little modest houses anymore.
They want McMansions.
They -- they have to move.
That's what you're saying.",elizabeth_b_prelogar,"It's certainly the case that anytime anyone's alleging a regulatory taking, the premise of the claim is that they're being prevented from doing something with their property that they wanted to do with it.
We think that that's not sufficient to alone define the relevant parcel because it might be the case, as it is here, that there's actually not much of an economic impact at all. And if that's the case, then this isn't the kind of regulation that is requiring someone to shoulder a burden that in the interest of fairness and justice should be --",2.0,0,,,5,CHALLENGING
15-927,j__samuel_a_alito_jr,112,"Well, Mr. Waxman, to follow up on this point, Mr. Black made several -- made several points.
One is that asserting a laches defense is obligatory, and therefore it leads to a lot of pointless litigation, according to his submission. And second, that the reasonable royalty is not such a tremendous penalty. So could you just respond briefly to those two?",seth_p_waxman,"Well, the -- the economic -- of course we're now just talking about retrospective damages.
And as this Court explained in Petrella, and -- and explained first in 1880 in the Menendez case, laches can apply when the -- the severity that the unreasonableness, and inexcusably, the delay is long enough, and the prejudice is substantial, to defeat all forms of remedy. But the prejudice here is that, unlike in the copyright area where Congress adds -- adds two whole Roman numerals of this majority's opinion, and Petrella explains, there are many, many signals otherwise in the way that the copyright law is constructed, that Congress was knowledgeably and intentionally assuming and accepting that -- that claims would be brought years and years after the fact that would limit the damages to only those net profits for three years out of the hundred-plus years of the copyright life. In this case, we are talking about six years of a 20 -- really more like 17 years -- and we are talking about instances recounted in the amicus briefs in which defendants are locked in.
And they are not just defendants in copyright law. In order to be a defendant, you have to copy.
You have to know that you are copying something. And copyright law doesn't apply to third parties or people who use it or make nonpublic displays. In the patent law, there is strict liability.
Independent invention is no defense.",1.0,0,,,4,CLARIFYING
15-866,j__samuel_a_alito_jr,165,"As to the -- as to the surface design, I have a similar question.
But suppose I go to a Museum of Modern Art and I look at a great many famous abstract paintings.
I assume that you would say that all of those could be copyrighted, could they not?",william_m_jay,"Only in the surface design, not the folds, not the pleats, not the shape, not the cut. And my friend agreed with me --",1.0,1,,,4,HYPOTHETICAL
15-866,j__samuel_a_alito_jr,167,"And so the design on any fabric, potentially, could be copyrighted, could it not?",william_m_jay,"You know, if they are original and meet the other requisites, one assumes so, yes.",1.0,1,,,4,CLARIFYING
15-866,j__samuel_a_alito_jr,169,If it began as a painting?,william_m_jay,The surface --,1.0,1,,,4,HYPOTHETICAL
15-866,j__samuel_a_alito_jr,179,What is the difference between that utilitarian argument and the utilitarian argument as applied to camouflage?,william_m_jay,"It doesn't make a difference because what he -- he has identified a number of different supposed ""utilitarian aspects,"" and some of which, I think, actually go to the fabric of the dress and were not -- or the uniform.
We're not laying claim to that. What he's talking about are the -- are the visual ones, the ones that make the cheerleader look a particular way.
And he's saying that you can't copyright those as it applies to a cheerleader uniform because they're especially useful there.
Like, you know, that's where they are most effective in conveying this image. We -- that is not what the definition of utilitarian -- the meaning of ""utilitarian aspects"" encompasses because any work of visual art conveys a -- you know, a visual message or an aesthetic impact.
And to have the ones that are most effective be least copyrightable we think doesn't work. And I think that --",1.0,1,,,5,CHALLENGING
