case_id,justice_id,turn_position,justice_utterance,preceding_speaker,preceding_context,side_addressed,label
2021_20-1472,j__clarence_thomas,2,"Ms. Sherry, why would Congress permit the Tax Court to take into -- to consider an untimely action but then not allow it to enjoin a levy action?",Melissa Arbus Sherry,"Mr. Chief Justice, and may it please the Court: This Court has repeatedly held that time limits are rarely jurisdictional and that if Congress wants to make them jurisdictional, it has to speak clearly. Section 6330(d)(1) does not have the needed clarity. The first clause reads like an ordinary statute of limitations. It says what the taxpayer may do, and it says nothing about the Tax Court's jurisdiction. The second clause does speak to jurisdiction, but the only reference back to the first is through the two words ""such matter."" Now we think ""such matter"" refers to a petition to the Tax Court for review of a CDP determination. The Commissioner agrees, but he says it also refers to the 30-day deadline to file that petition. Our reading is more natural. It stops at the closest reasonable antecedent, and it uses the word ""matter"" as it's ordinarily understood. The Commissioner's reading requires more work, and it requires this Court to treat the time limit the same as subject matter in the context of subject matter jurisdiction. If nothing else, it is far from clear. The statutory history resolves any doubt. As originally enacted, the same time limit governed the Tax Court and the district courts and it was not jurisdictional. The relevant language has not changed. It has to mean the same thing today as it did in 1998. Congress enacted this collection due process regime in order to protect taxpayers from IRS abuses. It would not have included a rare and harsh jurisdictional deadline to close those courthouse doors, let alone through a vague parenthetical reference to ""such matter."" And equitable tolling easily follows from that. That is the presumption, and it is not overcome here. The limitations period looks just like the one in Irwin, and it looks nothing like the deadlines in Brockamp. The CDP regime is remedial, and it is a place where equity finds a comfortable home. I welcome the Court's questions.",0,1
2021_20-1472,j__clarence_thomas,77,"Nothing for me, Chief.",Melissa Arbus Sherry,"So the nature of the proceeding, I think, helps us a lot. I mean, in Henderson, the Court said that that was a very telling indication there. We think it's similarly telling here. The CDP proceeding is infused with equity at every turn. Number one, the reason it exists is because Congress wanted to put a court between the IRS and levy and give taxpayer protections. But, number two, the substance of the proceeding is about collection alternatives, whether an offer-in-compromise should be accepted. And one of the reasons you would accept an offer-in-compromise is if public policy and equity suggests that that is the best option. Congress imposed a balancing test to balance the interests in tax collection on the one hand with the interests of the individual taxpayer on the other and having that collection occur in as least intrusive a forum as possible. The innocent spouse defense is one of the things that can be raised in the context of a collection due process proceeding. That's equitable in nature too. And so, if we're looking at the nature of the CDP regime, it's equitable at every turn and it's an additional reason why, you know, to the extent the Court thinks that Congress didn't think about it, it -- it is, again, I think, pretty implausible to think that this Congress who enacted this regime would have wanted it to be the harsh deadline.",0,1
2021_20-1472,j__clarence_thomas,88,"Mr. Bond, under current practices, are -- is this -- are these time limits ever tolled for any reason?",Jonathan C. Bond,"Mr. Chief Justice, and may it please the Court: Section 6330(d)(1) contains what most statutory deadlines lack: text that expressly addresses the Court's jurisdiction and ties it to the time limit for seeking review. The second clause states the -- the Tax Court shall have jurisdiction with respect to such matter. Petitioner agrees that ""such matter"" refers to the petition described in the first clause, which permits a person within 30 days to petition for review of a collection due process determination. And it is common ground that the Tax Court's jurisdiction is contingent on the filing of a petition described in the first clause. The narrow dispute is whether ""such matter"" refers to a petition that meets both of the first clause's requirements or selectively incorporates just one. The clear meaning of the text in context is that ""such matter"" refers to a petition that satisfies both. The first clause describes a single act, filing a petition that meets two criteria. And the time limit is embedded in the verb phrase. That is confirmed by paragraph (e)(1) at page 14a of our appendix, which undisputedly makes the Tax Court's jurisdiction to grant an injunction contingent on a timely petition. Petitioner cannot explain why Congress would make a timely petition a jurisdictional prerequisite to that remedy but not to the Court's authority to decide the case. The interlocking statutory structure and nearly a century of decisions addressing analogous Tax Court provisions reinforce that understanding. Petitioner's argument at bottom is that various non-jurisdictional readings can be posited. But none of them clouds the clear statement that Congress provided because none is ultimately tenable after all the interpretive tools are applied. But, at a minimum, the deadline is mandatory, not subject to ad hoc exceptions. If there are to be exceptions, they must come from Congress, which not only can strike a context-specific balance, as it has in other areas of the code, but also can address unintended spillover effects in a way that courts cannot. I welcome the Court's questions.",1,1
2021_20-1472,j__clarence_thomas,210,"One small question. Mr. Bond, you mentioned several times that this would have significant effect, a spillover effect to other provisions if we rule against you. But, with that aside, how many appeals are we talking about, these collection due process appeals are we talking about?",Jonathan C. Bond,There are settings where different language may be appropriate for specific -- context-specific reasons that Congress may not appreciate without guidance from this Court.,1,1
2021_20-1472,j__clarence_thomas,212,"No, how many are there?",Jonathan C. Bond,"So the universe of cases in which a person could petition is, on average, 26,000 or so a year.",1,1
2021_20-1472,j__clarence_thomas,214,How many actual appeals are there?,Jonathan C. Bond,Yes. So --,1,1
2021_20-1472,j__clarence_thomas,216,"Okay. And -- and how much -- if -- if we rule against you, how will that number change? Not the universe, but those numbers -- the 1100?",Jonathan C. Bond,"Appeals that are taken, I think, is around 1100 a year.",1,1
2021_20-1472,j__clarence_thomas,218,Thank you.,Jonathan C. Bond,"So, of the 11- or 1200 petitions that are filed each year, roughly 22 percent or so, around 300 of them, are dismissed for lack of jurisdiction. So that universe of cases would be affected by Petitioner's -- that's a five-year average -- would be affected by Petitioner's rule that tolling is available in those -- in those cases. The broader point I only -- I meant to make is that Petitioner's rule about equitable tolling affects the IRS's collection efforts in every case where a petition could be filed. That's why the 26,000 is in the picture.",1,1
2021_20-1566,j__clarence_thomas,4,"Mr. Boies, if we think that the district court and the court of appeals did, in fact, apply Spanish law, would have applied Spanish law in the exact same way to a private person, wouldn't you lose?",David Boies,"Thank you, Mr. Chief Justice, and may it please the Court: I begin with three simple propositions. First, Respondent is a foreign state not entitled to immunity under Section 1605 of the FSIA. Second, Section 1606 of that Act provides that as to any claim for relief, such a foreign state shall be liable in the same manner and to the same extent as a private individual under like circumstances. Third, if the Respondent were a private museum and every other circumstance were exactly the same, California choice-of-law rules would apply. It necessarily follows from these three propositions, none of which is disputed, that California choice-of-law rules must apply to the Respondent. Any other rule would permit courts to apply different choice-of-law rules and thereby different substantive rules to foreign states than would be applied to private parties, resulting in the Respondent not being liable in the same manner and to the same extent as a private museum under like circumstances. As discussed in our brief, even in the absence of such a clear direction from Congress, this Court should not interpret the FSIA as intending federal common law law-making. And 20 years of experience with four circuits interpreting Section 1606 as written and applying state choice-of-law rules strongly suggest that Respondent's speculation about problems that might arise is unfounded. But what is dispositive is that in the FSIA, Congress struck a comprehensive balance as to how claims against foreign states should be adjudicated. Even if possible problems with that balance were to exist, it would be for Congress to address them. I am pleased to respond to any questions the Court may have.",0,1
2021_20-1566,j__clarence_thomas,6,"I mean, these --",David Boies,If the --,0,1
2021_20-1566,j__clarence_thomas,8,Thank you.,David Boies,"If my third -- if my third proposition were wrong, that is, if the Respondent being a private museum would have had federal common law applied to it, then I think the Court is right. That is, if the FSIA intended that state law be displaced even for private parties and that that were the structure of the FSIA, then it would be applied to both the museum as well as the private museum. I would agree with that, Your Honor.",0,1
2021_20-1566,j__clarence_thomas,43,"No, nothing further.",David Boies,"I -- I -- I think that the constraint on the federal court would be the same with respect to merits and choice of law, Your Honor. I'm not -- I'm not suggesting that it would be different. I -- I believe that the -- the constraint on the federal court is the same for both choice of law and the underlying rules of decision and that the -- and that this Court has been pretty consistent in not separating those two. I think Klaxon should be read as the Court saying that just as Erie required an application of state rules of decision, it also required the adoption of state choice-of-law provisions.",0,1
2021_20-1566,j__clarence_thomas,55,"But you seem to suggest in your brief that if the interests of the foreign sovereign have not taken in -- taken -- if they're dismissed -- if we are -- if the -- that approach is too dismissive of those interests, we should look to other sources.",Masha G. Hansford,"Mr. Chief Justice, and may it please the Court: Rather than creating an independent liability standard for FSIA cases, Congress directed that a foreign state should be liable in the same manner and to the same extent as a private individual under like circumstances. That language provides a clear answer to the question presented. As Justice Breyer indicated in his last question, if every fact in this case were the same, but the foundation were a private art gallery, everyone agrees that a court would use state choice-of-law rules to select the rule of decision for Petitioners' property claims. Section 1606 requires the same treatment in a case against a foreign state. And that result comports with first principles. Unless federal law provides otherwise or Congress directly specified, state choice-of-law rules normally apply. But, here, first principles are just icing. The clear language of Section 1606 easily resolves this case. I welcome the Court's questions.",0,1
2021_20-1566,j__clarence_thomas,76,No.,Masha G. Hansford,"And -- and -- and I would push back on that point, Justice Alito. I think that that does not work as a matter of statutory text, but I also think the Court has already crossed that bridge in the Richards decision because it did interpret the identical same manner and to the same extent principle as applying at the choice-of-law stage and, in fact, as the primary reason for incorporating state choice-of-law principles so that that question that Justice Thomas asked, I do think Richards is an answer to that, as well as just the textual principle that you can't impose liability in the same manner if you're using fundamentally different rules.",0,1
2021_20-1566,j__clarence_thomas,81,"Counsel, I don't quite understand how the sovereign can be treated in the same manner as a private individual if you apply different choice-of-law rules.",Thaddeus J. Stauber,"Mr. Chief Justice, and may it please the Court: Nothing in the Foreign Sovereign Immunity Act or its foreign affairs origins mandates that federal courts sitting in judgment of a foreign state's private or public acts must employ a forum's choice-of-law test where the forum has little or no connection to the claims or the basis for jurisdiction and the test ignores the federal and foreign concerns that underpin the FSIA. In the absence of an explicit statement, Congress did not intend that California's choice-of-law test should determine the substantive law to apply to a foreign state alleged to have committed a wrong within its own borders. But for Mr. Cassirer's retirement to San Diego, California would have no interest in this case. As this Court in Verlinden tells us, the FSIA arises out of Congress and the executive's shared goals of normalizing relations among nations during the Cold War and bringing the U.S. in line with international law norms, as recognized by this Court in Philipp v. Hungary -- Germany. To achieve these goals, the FSIA establishes a federal regime that is intended to ensure fair and uniform treatment regardless of where in the United States a foreign state is held. Because it implicates foreign relations, the choice-of-law analysis fits comfortably within a discrete recognized federal common law enclave, one that does not intrude into an area of traditional state interests. Once federal common law determines the proper substantive law, that law is applied to the foreign state in the same manner and to the same extent as a private party under like circumstances. The foreign state doesn't get any special treatment in the Court's liability analysis. Section 1606 relates to the application of substantive law, not to the choice-of-law test, the precursor to the liability analysis that determines which substantive law to apply. Klaxon recognizes that federal courts exercising diversity jurisdiction must apply the forum's choice of law, but FSIA cases do not arise under diversity jurisdiction. Moreover, Klaxon's stated goal of deterring plaintiffs from shopping for a more favorable forum by taking their state law claims across the street to a federal court is not relevant as Congress wanted FSIA cases to be litigated in federal courts. I would be happy to address any questions that the Court may have.",1,1
2021_20-1800,j__clarence_thomas,2,"Mr. Staver, you begin your brief by arguing that this is a limited public forum and -- or a designated public forum. And do we have to agree with that in order for you to win?",Mathew D. Staver,"Mr. Chief Justice, and may it please the Court: After 12 years with 284 flag-raising approvals, no denials, and usually no review, one word caught the attention of a Boston official, the word ""Christian"" on the application. The flag itself was not the problem. Had it been called anything but Christian, the same flag would have flown for an hour without incident. The policy does not limit the flagpoles to subject matters or speakers. All applicants are welcome, except religious viewpoints. The 2018 codification places religion in the same category as speech deemed inappropriate, offensive, supporting prejudice or discrimination. To support its admitted viewpoint discrimination, the City raises one defense, that the public forum open for all applicants is really government speech. This Court warned in Matal that the government speech doctrine is susceptible to dangerous misuse. This is such a case. The City's flag-raising forum is not government speech under Walker and Summum. The City, by an unbroken history and practice and policy, expressly declared that the flagpoles are one of its public forums open to all applicants. In doing so, the City long ago crossed the line from government speech to private speech. A reasonable observer would understand this history and the policy. This observer would also see a private event coinciding with a temporary flag-raising event. The City exercised no control over the message, the design, and did not own the flags. The City never requested flags or messages to be changed and usually did not review them. The City's application alone cannot transform private speech into government speech. In light of the practice and policy, the decision below upholding viewpoint discrimination under the guise of government speech is dangerous and should be reversed. I welcome the Court's questions.",0,1
2021_20-1800,j__clarence_thomas,265,So it's --,Douglas Hallward-Driemeier,"The -- the -- the specific forum of diversity that the City was trying to celebrate was national origin diversity, the references to countries throughout the -- the -- the world. Of course, there are other aspects of diversity. The City can choose to celebrate those aspects of diversity in many ways, and the City does celebrate religious events in other ways. There have been religious events that have happened on city property. The City chose not to start down the road of speaking on the subject of religion from the flagpole. Of course, had they started down that road, then the argument would have been that they had to carry all religious communications because they couldn't prefer one religious communication from the flagpole or at least that would have been the argument. They --",1,1
2021_20-1800,j__clarence_thomas,267,-- limited diversity?,Douglas Hallward-Driemeier,-- simply chose --,1,1
2021_20-1800,j__clarence_thomas,269,It's limited diversity?,Douglas Hallward-Driemeier,-- not to go there.,1,1
2021_21-12,j__clarence_thomas,2,"Mr. Stewart, other than Section 304, is there any other basis for enforcing the regulation?",Malcolm L. Stewart,"Mr. Chief Justice, and may it please the Court: Appellees' suit should be dismissed for lack of standing, but if the Court reaches the merits, it should reverse the district court's judgment and hold that the statutory loan repayment limit is constitutional. Appellees lack standing for two reasons. First, although they have directed their challenge to the statutory loan repayment limit, Appellees stipulated below that the first $250,000 of Senator Cruz's loan was repaid with pre-election funds. The statute therefore does not currently restrict the Senator's ability to obtain full repayment of his loan. Second, the current regulatory barrier to repayment is self-inflicted. Appellees could have avoided any injury simply by behaving exactly as they would have if the statute and regulation did not exist. Instead, they went out of their way to engage in transactions that would -- they would not otherwise have undertaken, solely to subject the Senator to a financial loss and thereby lay the groundwork for a lawsuit. That deliberate self-infliction of injury for no purpose other than to facilitate litigation severed the causal link between the challenged laws and Senator Cruz's injury. On the merits, the loan repayment limit is constitutional. It imposes insubstantial burdens on the financing of electoral campaigns, and it targets a practice that has significant corruptive potential. A post-election contributor generally knows which candidate has won the election, and post-election contributions do not further the usual purposes of donating to electoral campaigns. And be -- and because repayment of candidate loans increases the candidate's personal wealth, the conduct the statute regulates implicates the same concerns that underlie limits on gifts to federal officials. I welcome the Court's questions.",0,1
2021_21-12,j__clarence_thomas,4,"So, if Section 304 is gone, there is no enforcement?",Malcolm L. Stewart,There is -- none has been identified so far. The Supreme --,0,1
2021_21-12,j__clarence_thomas,56,"Mr. Stewart, just a couple of questions to satisfy my curiosity. One on the merits. Could you -- if you determine -- if the government determined that certain media outlets had an outsized influence on an election, could it similarly limit the amount that they spend on editorials to equalize the influence?",Malcolm L. Stewart,"The limits on gifts to federal officials are much lower, reflecting the insight that we worry about corruption at a much lower monetary level when the money is going into the candidate's pocket. And the other thing I would say is, in drafting the -- the $2900 limit, Congress was attempting to balance the desire to avoid corruption against the desire to enable contributors to participate meaningfully in the electoral process, and that opportunity is basically over once the election occurs.",0,1
2021_21-12,j__clarence_thomas,58,"I don't quite see the difference, but, okay. My final question is, going back to your standing, you -- you said a number of times that these self-inflicted injuries can't be a basis for standing. At least that's what I understand. But how would you -- using that at that level of generality, what would you say about Plessy sitting in the wrong car?",Malcolm L. Stewart,"No, it could not do that, and it could not do that with candidates. That is, this is not a limit on the amount of money that a candidate can spend or even the amount of money that the candidate can loan. It's purely a limit on the funds that can be used to repay the candidate loan after it's been made.",0,1
2021_21-12,j__clarence_thomas,60,"Well, why not? I mean, it's just -- all he has to do is go to another car.",Malcolm L. Stewart,I would -- we would not say that that is self-inflicted in the relevant sense.,0,1
2021_21-12,j__clarence_thomas,92,"Mr. Cooper, could you just take a minute and tell us exactly whose -- how this loan repayment regulation or provision affects speech or impedes speech? Is it the speech of candidate -- of Senator Cruz? Is it the speech of his donors? It's one thing to -- to say that, well, it burdens it in some way, but I -- I'd like you just to precisely tell us whose speech and what speech and how it does that.",Charles J. Cooper,"Thank you, Mr. Chief Justice, and may it please the Court: The government's arguments against Senator Cruz's standing are meritless. First, even assuming, as the government claims, that Cruz's $10,000 injury was directly caused by the 20-day regulation and not by operation of Section 304 itself, the government cannot escape the fact that the 20-day rule is parasitic to Section 304. It has no life independent of the authorizing statute. And so, if Section 304 is invalid, then the 20-day rule is per force also invalid. Nor does it matter whether Cruz's $10,000 injury was self-inflicted. At least since Mr. Plessy sat down in the train car reserved for whites, this Court has repeatedly held that a plaintiff who deliberately subjects himself to the injury of unconstitutional government action for the admitted purpose of challenging it has created his standing, not defeated it. On the merits, the government defends Section 304 as a measure that serves to protect against what it says is the special threat of quid pro quo corruption from the use of post-election contributions to repay candidate loans. But Section 304 permits up to $250,000 worth of such post-election contributions. So, according to the government, Congress effectively gives a corruption hall pass to the first 86 donors who max out after an election but abruptly closes the corrupt -- corruption window on donor number 87. That incongruity alone -- and there are many others -- betrays the genuine and illegitimate purpose of the loan repayment limit. It is to level the playing field, as its sponsor in the Senate openly proclaimed. I welcome the Court's questions.",1,1
2021_21-12,j__clarence_thomas,240,"Nothing for me, Chief, no.",Charles J. Cooper,"I -- Your Honor, I'm hesitant to say you don't understand it. I -- I just would respectfully say that -- that our submission about the total mismatch, the incongruities, the lack of fit between the claim of quid pro quo corruption prevention and what this statute actually does to my submission reflects what its genuine purpose was.",1,1
2021_21-309,j__clarence_thomas,88,"Thank you, Mr. Chief Justice. Just a couple of questions. The -- you make quite a bit -- you -- you suggest that seamen have to actually travel interstate or internationally, right?",Shay Dvoretzky,"Of course, but I would submit that it's not -- not a fair reading of the exception here where you have a choice between two -- two competing interpretations of railroad employees in this context to choose the broader understanding of railroad employees, given, again, the juxtaposition with seamen, given, again, the focus on engaging in foreign or interstate commerce, and the understanding that Circuit City attributed to that term in this very statute to require direct participation in the movement of goods or services. And, again, when we're looking at what seamen did, I don't think you can just look at railroad employees and ignore what seamen did. I think you have to look at them together. With -- and then, with respect to the argument which we made here that the -- the entire airline industry is covered by this, again, the statute here doesn't speak in terms of entire industries. It speaks in terms of classes of workers and a focus on the work that they do and, again, juxtaposing railroad employees with seamen.",0,1
2021_21-309,j__clarence_thomas,90,"Well, how would you do that?",Shay Dvoretzky,"I think seamen as a class, the only understanding of that class is that they traveled interstate or internationally, but, as I was trying to explain to the -- to the Chief Justice at the beginning of the argument, you could have an individual seaman who didn't, yet that person would still qualify as a seaman and fall under the exemption.",0,1
2021_21-309,j__clarence_thomas,92,So let's just look at tugboat operators as a class. Would they be considered seamen?,Shay Dvoretzky,"I -- you would look at -- you would look at the class of workers that the individual belongs to, and if -- if the class of workers is that of seamen, then you look at the traditional maritime law understanding of what a seaman was. And cases like Chandris and Wilander tell us that the fundamental characteristic of seamen as a class was working on the vessel and typically crossing borders. But that doesn't mean that if you have an individual seaman who didn't cross borders that they're excluded -- that they're excluded from the exemption.",0,1
2021_21-309,j__clarence_thomas,94,Why? They don't travel internationally.,Shay Dvoretzky,I think they would.,0,1
2021_21-309,j__clarence_thomas,96,Okay. Give me again your limiting principle for railroad employees as a class.,Shay Dvoretzky,"They -- they don't, but, nonetheless, they -- they satisfy the -- the basic conditions for the test under Chandris and Wilander. They spend the predominant amount of their time on a vessel, and the vessels that they spend time on are -- move or are capable of moving people or goods across -- across water. The fact that they don't do so internationally doesn't exclude them from the class of seamen, given what the definition is for ""seamen"" under this Court's case law and under maritime law.",0,1
2021_21-309,j__clarence_thomas,98,So there -- there used to be a train that ran just from Savannah to Atlanta and back. Now it's a railroad. It's a train. It has employees. So I'm -- I'm trying to understand why the employees on that dedicated intrastate train would be treated differently from your class of either internationally traveling or interstate traveling employees?,Shay Dvoretzky,"Railroad employees are those who ride the rails. They're the people on the train who move goods or people on the train. Typically, that's going to be across borders, but, as with the discussion we were just having about seamen, you could have a railroad -- you could have railroad employees who don't cross borders as well.",0,1
2021_21-309,j__clarence_thomas,100,So you're basically saying you have a definition of a class that includes international or interstate travel and that you may have exceptions to that. Isn't that kind of an odd way to create a class?,Shay Dvoretzky,"Justice Thomas, because the employees who work on the train between Savannah and Atlanta are not their own class. The class of workers is still railroad employees. And, typically, railroad employees cross borders, but there are some, as in your example, who don't. That doesn't make them part of a different class.",0,1
2021_21-309,j__clarence_thomas,102,"Why wouldn't it be the opposite, that's what I'm asking, that the class is broader than those who travel internationally or nationally?",Shay Dvoretzky,I -- I -- I don't think it is because I think that's what followed --,0,1
2021_21-309,j__clarence_thomas,104,"So one last question, and this is back to what Justice Gorsuch alluded to, and that is wharfage. I'm having some difficulty understanding your argument there because that seems to suggest that as a part of the maritime transaction that we're talking about, it would include wharfage agreements, you know, basically, shore agreements. And you were giving -- I -- I don't understand what your answer was to him.",Shay Dvoretzky,"I -- I -- I think I would point you, again, to the use of the word ""seamen"" in the statute. Seamen sometimes cross borders and sometimes didn't, but Congress in the statute didn't distinguish between those different types of seamen. It just talked about seamen as a general class. And so, when you're talking about railroad employees, you're also talking about them as a general class whether the particular railroad employee goes from D.C. to New York or from Atlanta to Savannah.",0,1
2021_21-309,j__clarence_thomas,106,"Okay. Finally, if -- let's just move away from wharfage a section -- a second. What would you do with drayage that continues a journey of, say, a container from the airport if it's a FedEx/UPS container or if it's intermodal and it comes in on a container ship, but then it's taken 2- or 300 miles away?",Shay Dvoretzky,"Justice Thomas, I think the answer is that wharfage is part of maritime transactions. But Section 1 separately defines maritime transactions from commerce, and the Section 1 exemption that we're talking about here today is an exemption from the definition of commerce, not from the definition of maritime transactions.",0,1
2021_21-309,j__clarence_thomas,108,The drayage would be considered a seamen?,Shay Dvoretzky,"Well, I -- I think, if it came in on a ship, at that point -- at that point, you could conceivably fall within the definition of seamen.",0,1
2021_21-309,j__clarence_thomas,110,"No, a drayage would be moving to a truck to be hauled.",Shay Dvoretzky,I -- I think it would if -- if we're talking about moving across water.,0,1
2021_21-309,j__clarence_thomas,112,Thank you.,Shay Dvoretzky,"Oh, oh, oh. So, no, that -- that would not fall within the Section 1 exemption. That would not fall within the Section 1 exemption because it is not part of what the seamen -- the seamen's duties -- well, it would depend, I suppose, who's doing that work, right? I mean, if -- if -- if you have the seamen who are actually the ones unloading the ship, then I think the fact that they carried out some loading or unloading duties would not take them out from the exemption. But, if you have individuals analogous to ramp agents or stevedores whose primary job it is to be unloading the ship, then, no, under the language of Section 1, they would not be subject to the exemption, just as stevedores were not, were excluded from -- from the class of seamen.",0,1
2021_21-309,j__clarence_thomas,226,"No questions, Mr. Chief Justice.",Jennifer D. Bennett,"Potentially, but, again, seamen and railroad employees were the people who had dispute resolutions statutes at the time. Stevedores did not. And I'll note that stevedores -- you know, many stevedores were railroad employees. Again, if you look at the wage orders of the Railroad Labor Board, you'll see stevedores listed there. So another potential reason that stevedores aren't listed is because they're, you know, a cross-cutting class of workers, and so that would actually make it difficult to specifically list them. It would be a bit confusing to have listed them. And so for that reason too, it makes perfect sense that Congress, you know, specifically identified the classes that themselves had dispute resolution schemes and left everybody else to the residual clause. And -- and I just -- to wrap up, I just, you know, to -- want to note that Southwest has offered no evidence at all, from any time period, either about what the phrase ""engaged in interstate commerce"" means or the phrase ""seamen or railroad employees"" means to show these people who are at these -- rather, these words are limited to people who are aboard a vessel crossing state lines. Thank you.",1,1
2022_20-1199,j__clarence_thomas,2,"Mr. Norris, would you spend a few minutes -- some time on the originalism argument that was made at the last -- the end of the last case?",Cameron T. Norris,"Mr. Chief Justice, and may it please the Court: Grutter assumed that universities could use race in a narrowly tailored way if they just did it like Harvard. But this Court never had any evidence about Harvard. Now you do, and that evidence proves that none of Grutter's core assumptions were ever true. First, Grutter assumed that race would only be a plus. But race is a minus for Asians, a group that continues to face immense racial discrimination in this country. Asians should be getting into Harvard more than whites, but they don't because Harvard gives them significantly lower personal ratings. Harvard ranks Asians less likable, confident, and kind, even though the alumni who actually meet them disagree. What Harvard is doing to Asians, like what it was doing to Jews in the 1920s, is shameful, but it's a predictable result of letting universities use race in highly subjective processes. Second, Grutter assumed that applicants would be treated as individuals, not as members of racial groups, but Harvard gives racial preferences based on the box that applicants check, even if they never write about race or explain how it influences their views. And for competitive applicants, checking the right racial box is an anvil on the admissions scale, worth the same as ultra rare achievements like winning a national championship. Third, Grutter assumed that universities would seriously consider race-neutral alternatives, but Harvard never once did so until 2017, three years after we sued it. Harvard now refuses to eliminate its legacy preferences or boost its socioeconomic preferences, even though both changes would make Harvard far less white, wealthy, and privileged. That's how Harvard uses race, and Harvard is supposed to be the model. This Court should admit that it was wrong about Harvard, wrong about Grutter, and wrong about letting the poison of racial classifications seep back into education. Grutter should be overruled both for public schools and for private schools that accept federal funds.",0,1
2022_20-1199,j__clarence_thomas,114,No.,Cameron T. Norris,"I mean, I think that's our point, that -- that SAT scores would go from the 99th percentile to the 98th percentile. That's not sacrificing academic excellence. That's moving Harvard from Harvard to Dartmouth. Dartmouth is still a great school. That's -- that they get 98th percentile SAT scores. We've got to make some sacrifices.",0,1
2022_20-1199,j__clarence_thomas,125,"Mr. Waxman, the Petitioner argues that over 80 percent -- that, actually, you could -- you do have available a not -- a race-neutral approach that would yield different but excellent results. And the argument includes the fact that, at least as they argue, that you're over 80 percent wealthy students, that that's not diverse, and that over 30 percent -- or 30 percent or so of a class is made up of ALDC students and that if you were to lower those numbers, you could achieve far more diverse results without -- along socioeconomic lines. I don't think it's arguable that Harvard is socioeconomically diverse. But -- at least it doesn't appear that way. But it seems that -- and that would not have a constitutional problem if you did it socioeconomically. And I'd like you simply to address their argument.",Seth P. Waxman,"Mr. Chief Justice, and may it please the Court: The evidence and findings in this case confirm what this Court has long recognized, that a university student body comprising a multiplicity of backgrounds, experiences, and interests vitally benefits our nation, stereotypes are broken down, prejudice is reduced, and critical thinking and problem-solving skills are improve. Student body diversity makes our businesses more innovative and globally competitive, our scientists more creative, our medical professionals more effective, and our military more cohesive. Experience has more than borne out Justice Powell's observation that our future as a country depends on having leaders who have enjoyed wide exposure to students as diverse as the nation itself. And so, as this Court has consistently held, if necessary to achieve genuine diversity, a university need not blind itself to race, which like the type of high school an applicant attended, their socioeconomic and family background or the part of the country they live in, forms a part of who they are. Now SFFA attempts to use Harvard's admissions program as some sort of proof that settled constitutional precedent is egregiously wrong, but while SFFA is fully entitled to its own legal arguments, it is not entitled to its own facts. Following exhaustive discovery in this case, the trial court considered the testimony of 30 witnesses and detailed expert analysis and made extensive meticulous findings which the court of appeal robustly affirmed, and those findings, applying strict scrutiny, are that Harvard does not improperly emphasize race in its admissions decisions, it does not engage in racial balancing, it most certainly does not discriminate against Asian American applicants, and it does not yet have a current workable race-neutral alternative. The false narrative to which SFFA clings is no basis to dismantle decades of precedent confirming the constitutionality of limited race consciousness in admissions. And I very much welcome the Court's questions.",1,1
2022_21-454,j__clarence_thomas,2,"Mr. Schiff, can -- can intrastate, purely intrastate, navigable bodies of water be waters of the United States?",Damien M. Schiff,"Thank you, Mr. Chief Justice, and may it please the Court: It's now going on 16 years since Petitioners Mike and Chantell Sackett began construction of a house on a vacant lot in a largely built-out subdivision. Yet, their home-building plans remain on hold to this day because EPA remains steadfast in its view that their property contains navigable waters, subject to regulation under the Clean Water Act. But under no plausible interpretation of that term does the agency have such authority. Now the statute defines ""navigable waters"" as the waters of the United States and so explicitly requires that EPA establish two things before it may regulate. First, there must be a water, that is, a --a hydro-geographic feature that in ordinary parlance would be referred to as a type of stream, creek, river, lake, or the like. A wetland, however, is none of those things, and so it can be regulated as a water only to the extent that it blends into and thus becomes indistinguishable from an abutting water. Second, the water has to be of the United States, that is, for all practical purposes, a navigable in fact water. Now this test is vastly superior to the significant nexus test for a number of reasons. First and most importantly, the two-step framework closely adheres to the textual limits that Congress itself imposed on the agency. Second, by faithfully adhering to those limits, the test faithfully vindicates all of Congress's purposes, not just its water-quality purposes, but also its desire to preserve the state's traditional preeminence over land and water resources. And, thirdly, it's an easy-to-administer test. Ordinary citizens can use their own eyes to reliably determine whether or not their land is regulated. And under this two-step framework, it's clear that the Sacketts' property contains no waters, much less waters of the United States, and so they should be entitled to a declaration that their property is not subject to EPA's authority.",0,1
2022_21-454,j__clarence_thomas,4,"And how is that, if it's purely intrastate?",Damien M. Schiff,"Yes, Justice Thomas.",0,1
2022_21-454,j__clarence_thomas,6,So what does that mean?,Damien M. Schiff,"If -- as a statutory matter, if that intrastate navigable water connects with some form of interstate transportation such that there could be a continuous channel of interstate commerce, then that water could be regulated.",0,1
2022_21-454,j__clarence_thomas,8,So why isn't that met here?,Damien M. Schiff,"I'll give you an example, Your Honor, the -- the Great Salt Lake. The Great Salt Lake is not a traditional navigable water, even though it's navigable in fact, precisely because it doesn't hook up to any other waters to flow interstate. But, obviously, there are a lot of forms of nonaquatic transportation that can get you there and that can sustain an interstate channel of commerce. So that's an example of a water body that, though wholly intrastate, would qualify as a statutory matter as a water of the United States.",0,1
