case_id,justice_id,turn_position,justice_utterance,preceding_speaker,preceding_context,side_addressed,label
2022_21-707,j__sonia_sotomayor,374,"And that was your point, which is we can't tell you it's going to end in 2029 or 2030, but we're not just assuming it will continue, we're looking at it regularly to see what the -- when it ends, correct?",Ryan Y. Park,"Yes, yes. And --",1,0
2022_21-707,j__sonia_sotomayor,376,"Thank you, counsel.",Ryan Y. Park,"Exactly, Your Honor. And there really is a quite extensive infrastructure that the university has established to continually monitor our progress on this score. I mean, a whole range of committees, but the -- the committees actually include some of the world's leading experts on doing these kinds of qualitative assessments. And so it's something that we are continually pursuing, and right now there are -- there are many other projects ongoing for us to try to reach the day where we can find a -- a viable race-neutral alternative.",1,0
2022_21-707,j__sonia_sotomayor,469,"Mr. Hinojosa, in this case, the Petitioner never challenged that diversity was a compelling interest, correct?",David G. Hinojosa,"In this case, Your Honor, it actually is -- the -- the burden is that the university has a high burden of demonstrating its compliance with this Court's standard under strict scrutiny. The only narrow area that this Court's framework, as I understand it, has deferred to the university is establishing its objectives, but the whole framework still requires a well-reasoned explanation for seeking the -- for -- for its own compelling interest. It requires the university to demonstrate that there are no race-neutral alternatives that will work about as well. And so that burden is still heavy on the university to demonstrate compliance with a strict scrutiny framework.",1,0
2022_21-707,j__sonia_sotomayor,471,"Their own expert said that racial diversity was an important compelling interest, didn't it?",David G. Hinojosa,That's correct.,1,0
2022_21-707,j__sonia_sotomayor,473,"But it doesn't -- that deference, whatever it's defined at, didn't stop you or the state from meeting its burden of showing why that was a compelling interest, correct?",David G. Hinojosa,"That's -- that's correct, Your Honor, in the trial below.",1,0
2022_21-707,j__sonia_sotomayor,475,"The court below carefully examined whether the university -- university's articulated interest was clearly identifiable, measurable, and precise, didn't it?",David G. Hinojosa,That's correct. And there's a 155-page opinion in this case based on the facts and based on significant analysis and testimony from the university administration --,1,0
2022_21-707,j__sonia_sotomayor,477,"So it's not much deference. If -- I don't even know why that word is being used, correct?",David G. Hinojosa,"Yes, Your Honor.",1,0
2022_21-707,j__sonia_sotomayor,479,"Now, in terms of that information, you put on extensive evidence about the history of racism in UNC, correct?",David G. Hinojosa,"That's correct, Your Honor.",1,0
2022_21-707,j__sonia_sotomayor,481,"And it went through de jure segregation way after Brown, correct?",David G. Hinojosa,"That's correct, Your Honor, including a history of its own founding to help educate the owner -- the -- the children of slave owners.",1,0
2022_21-707,j__sonia_sotomayor,483,"Until the 1980s. But you didn't stop there, did you? You presented evidence about the continuing Confederate relics that exist on campus?",David G. Hinojosa,"Yes, Your Honor.",1,0
2022_21-707,j__sonia_sotomayor,485,The continuing white supremacy marches that still go on?,David G. Hinojosa,"Yes, Your Honor.",1,0
2022_21-707,j__sonia_sotomayor,487,The racial epithets that minority -- that underrepresented groups are experiencing to this -- to this day?,David G. Hinojosa,"Yes, Your Honor.",1,0
2022_21-707,j__sonia_sotomayor,489,"So, given that your adversary says that race can be used to correct past discrimination, why isn't it in this particular university appropriate to use race as one factor among many --",David G. Hinojosa,"Yes, Your Honor.",1,0
2022_21-707,j__sonia_sotomayor,491,-- to address its history of racial discrimination --,David G. Hinojosa,"Yes, Your Honor.",1,0
2022_21-707,j__sonia_sotomayor,493,-- and its continuing effects on campus?,David G. Hinojosa,And if --,1,0
2022_21-707,j__sonia_sotomayor,545,"Counsel, a race is sort of an artificial creation, right? It measures how fast you can go from point A to point B, correct?",David G. Hinojosa,"That would be in that case, but that case is not here. There are no bonus points that are provided to any applicant at the University of North Carolina. That is fully prohibited by this Court's decision in Gratz, and we're not suggesting that it should be reinstituted.",1,0
2022_21-707,j__sonia_sotomayor,547,"All right. But what colleges are doing is not saying -- they're not looking at the runners when putting them in this race; they're looking at the applicant, at the student as a whole measure, correct?",David G. Hinojosa,"In some respects, yes, Your Honor.",1,0
2022_21-707,j__sonia_sotomayor,549,"And if we said that applicants from white schools can start here, if applicants from socioeconomic schools don't start at the same place, you're going to push them back, right?",David G. Hinojosa,"Yes, Your Honor.",1,0
2022_21-707,j__sonia_sotomayor,551,"So what the schools are doing is looking at all the factors to try to put the students at the start as equals, correct?",David G. Hinojosa,"Yes, Your Honor.",1,0
2022_21-707,j__sonia_sotomayor,553,And race is not defining in that it's not the one factor in any application that makes a difference?,David G. Hinojosa,"That's correct, Your Honor.",1,0
2022_21-707,j__sonia_sotomayor,555,"Thank you, counsel.",David G. Hinojosa,"There is zero evidence of race playing a decisive factor for any applicant. There is zero evidence of any -- of any student who was accepted under the race-conscious admissions plan regardless of race. There is zero evidence of any -- of -- of any student being penalized for their race or that that student, if they were admitted, that they were not qualified. They all qualified on their individual merit.",1,0
2022_21-707,j__sonia_sotomayor,594,"General, what was the factual basis of the prior administration's support of Petitioner here? It was on what factual issue?",Elizabeth B. Prelogar,"Well, let me take each of those questions in turn. With respect to the Harvard case, it's true that the United States participated below on the side of Petitioners but only with respect to the factual record and what we thought, my predecessor thought, the evidence showed in the case on the factual issues. We did not take a different position on the legal interests here or assert a different interest on behalf of the military. With respect to the Grutter case, there too the United States did not take a position to call into question whether diversity could qualify as a compelling interest in this context. Instead, the participation of the United States was confined to the narrow tailoring prong of the analysis and whether race-neutral alternatives were permitted. And my predecessor was asked specifically in that argument whether he thought that the military's and the academies' race-conscious admissions programs were unconstitutional, and he declined to say that they were. So I do not think that there is a distinction that's been drawn. And it has, in fact, been the consistent judgment of our senior military leaders across the decades and across administrations, including in the last administration, that it is critically important to our national security to have a diverse officer corps. So that has been a constant and a through-line here.",1,0
2022_21-707,j__sonia_sotomayor,596,And it did participate here. Didn't it put a brief in?,Elizabeth B. Prelogar,It was on the factual issues with respect to what the evidence showed concerning the intentional discrimination claim. And I should be clear that this was only in the Harvard case. It wasn't in participation in this case involving UNC.,1,0
2022_21-707,j__sonia_sotomayor,598,So it was only on Harvard --,Elizabeth B. Prelogar,"Not in the UNC case, I don't believe.",1,0
2022_21-707,j__sonia_sotomayor,600,All right.,Elizabeth B. Prelogar,Only on the Harvard case.,1,0
2022_21-707,j__sonia_sotomayor,602,"Now virtually all of the states that have banned consideration of race in any respect experienced a dramatic drop in enrollment of unrepresented minority students, particularly Black students and Native American students, but particularly Black students. And even that drop lasted in most of those institutions, if they're not continuing now, at their most prestigious colleges and universities, correct?",Elizabeth B. Prelogar,"And I guess what I would say about that, Justice Sotomayor, is it's true my predecessor took a different view of the facts. The district court rejected that view. And the First Circuit affirmed the district court's factual findings. So, as the case comes to this Court, it falls within the Court's two-court rule about usually deferring to the current -- concurrent findings of two lower courts.",1,0
2022_21-707,j__sonia_sotomayor,604,So there is --,Elizabeth B. Prelogar,That's correct.,1,0
2022_21-707,j__sonia_sotomayor,606,"-- a high price to pay by banning the minor use of race in college admissions, isn't there?",Elizabeth B. Prelogar,With respect to Michigan and --,1,0
2022_21-707,j__sonia_sotomayor,608,"And that means that there's a diverse -- there's lesser number of diverse graduates that enter the pipeline not just to the government but to government departments, to the private sector. Many of them require higher education, and so that pipeline is being reduced, correct?",Elizabeth B. Prelogar,"I agree with that, Justice Sotomayor.",1,0
2022_21-707,j__sonia_sotomayor,610,"So, in the end, our color blindness, whatever that means because our society is not color blind in its effects, that comes as a high cost not only to UNC and to the state and to the nation as a whole, correct?",Elizabeth B. Prelogar,That's correct.,1,0
2022_21-707,j__sonia_sotomayor,612,"So, if we overrule Bakke, Grutter, and Fisher, the diversity admissions programs across the nation based on those cases will have to be reformulated --",Elizabeth B. Prelogar,"That is correct. And -- and I think, again, to return to the example of the military, it's -- the pipeline question is critically important there because the military has a closed personnel system, and what that means is we don't do lateral hiring. And the individuals who are entering college today, the individuals who are participating in ROTC programs today at civilian institutions or who are admitted to the service academies today are the closed universe of individuals who are going to be eligible for leadership in the military in 20 and 30 years' time.",1,0
2022_21-707,j__sonia_sotomayor,614,-- in every instance? We will have to -- we're affecting countless existing programs?,Elizabeth B. Prelogar,Yes.,1,0
2022_21-707,j__sonia_sotomayor,616,We're reducing underrepresented minorities?,Elizabeth B. Prelogar,Correct.,1,0
2022_21-707,j__sonia_sotomayor,618,We are depriving others who are not there of the benefits of diversity?,Elizabeth B. Prelogar,Yes.,1,0
2022_21-707,j__sonia_sotomayor,620,"And we're doing all this because race is one factor among many that is never solely determinative, correct?",Elizabeth B. Prelogar,Yes.,1,0
2022_21-707,j__sonia_sotomayor,622,Seems like a lot to ask.,Elizabeth B. Prelogar,Yes.,1,0
2022_22-58,j__sonia_sotomayor,38,General --,Elizabeth B. Prelogar,"Yes, in that case, I recognize that the Court concluded obviously over Justice Scalia's dissent, but that is an example where the Court allowed standing in that circumstance.",0,1
2022_22-58,j__sonia_sotomayor,43,"General, assuming hypothetically that I don't accept your argument, that a cost to a state could give it standing in certain situations, Judge Sutton, in a related case to this one or a similar case to this one, pointed out, however, that under Arizona versus Winn we have said that if you're going to claim costs, you have to show us that it's a net cost. Could you address that as an alternative theory here?",Elizabeth B. Prelogar,"Well, in that case, of course, the Court wasn't confronted with standing questions. That was a case about whether a decision was committed to agency discretion by law. And I think the Court's recognition there is that Congress has statutory authority to make its own judgments that sometimes will direct agencies in the exercise of discretion. But we think that that presents a merits issue and it raises the question whether you should interpret particular statutory language to create that kind of displacement of discretion in the first place.",0,1
2022_22-58,j__sonia_sotomayor,82,"General, can --",Elizabeth B. Prelogar,"That's right, we haven't argued that the statute would be unconstitutional. And we accept that Congress in various provisions of the INA has created mandatory duties.",0,1
2022_22-58,j__sonia_sotomayor,84,"-- can -- General, can we break down 1226(c)'s ""shall""?",Elizabeth B. Prelogar,"That's right, we haven't argued that the statute would be unconstitutional. And we accept that Congress in various provisions of the INA has created mandatory duties.",0,1
2022_22-58,j__sonia_sotomayor,86,"Section 20 -- 1226(a) applies to arrest and detention pending a decision on whether the alien is to be removed, correct?",Elizabeth B. Prelogar,Yes.,0,1
2022_22-58,j__sonia_sotomayor,88,"In Reno and elsewhere, we have repeatedly recognized the agency's broad prosecutorial discretion to not put someone in removal proceedings and to drop proceedings, correct?",Elizabeth B. Prelogar,That's correct.,0,1
2022_22-58,j__sonia_sotomayor,90,"So, if someone's not in a removal proceeding, you have the discretion to drop them -- if they are, or if they're not, you can say we're not going to remove you, correct?",Elizabeth B. Prelogar,"That's right. The Court said that exists at all stages of the removal process, including whether to charge a non-citizen in the first place.",0,1
2022_22-58,j__sonia_sotomayor,92,We've said that in a legion of cases.,Elizabeth B. Prelogar,"That's correct, yes.",0,1
2022_22-58,j__sonia_sotomayor,94,"So (c) is only applicable, mandatory detention, when there's a removal proceeding in place, correct?",Elizabeth B. Prelogar,Yes.,0,1
2022_22-58,j__sonia_sotomayor,96,And so --,Elizabeth B. Prelogar,"That is correct, yes, under --",0,1
2022_22-58,j__sonia_sotomayor,98,"-- so we would have to basically say that (c) trumps (a), and (c) trumps a discretionary power we've recognized for decades, correct? That you cannot proceed with removal, correct?",Elizabeth B. Prelogar,-- the provision in (a).,0,1
2022_22-58,j__sonia_sotomayor,100,All right.,Elizabeth B. Prelogar,"That's right, I think, if you were focused on the decision whether --",0,1
2022_22-58,j__sonia_sotomayor,102,"So the only issue is, if there is a proceeding, if someone is in removal already, whether or not you are mandatorily required under (c) to put them into removal, correct --",Elizabeth B. Prelogar,-- to proceed with removal in the first place. Now we don't --,0,1
2022_22-58,j__sonia_sotomayor,104,-- and take custody of --,Elizabeth B. Prelogar,Yes.,0,1
2022_22-58,j__sonia_sotomayor,106,"That's the logic of their -- that's the logic of us saying that ""shall"" means ""shall"" in all contexts. It means that you have to go look for everybody, even when you don't know where they are, correct?",Elizabeth B. Prelogar,"The -- the state's assertion here is that we would have a mandatory obligation, I think, to seek out and identify and go out and apprehend every person who could possibly be described in this provision.",0,1
2022_22-58,j__sonia_sotomayor,108,So --,Elizabeth B. Prelogar,That's right. And I want to --,0,1
2022_22-58,j__sonia_sotomayor,121,"Answer that question which is the one Justice Kagan did. If someone is in removal proceedings, you know it, can you release them?",Elizabeth B. Prelogar,"Yes. So it's possible that that could happen in a circumstance, for example, where DHS encounters someone at the border who lacks papers and so they're removable and they're issued a notice to appear and have pending removal proceedings, but the agency isn't aware that they're a non-citizen described in 1226(c) and then later gains that kind of information after the non-citizen has already been released and therefore is aware of the information at that juncture. But I -- I do want to be clear that it's not as though DHS has a database and an awareness ex ante of each and every non-citizen who might have a 1226(c) credit because --",0,1
2022_22-58,j__sonia_sotomayor,149,"Let's break that down again, okay? (a) and (c) operate only when you've decided to remove somebody, correct?",Elizabeth B. Prelogar,"No, that's wrong because the Guidelines govern only decisions about apprehension and removal, whether to charge a non-citizen in the first place. And I think the -- the kind of mismatch here is that 1226(c) governs when DHS has already made the charging decision, so there are pending removal proceedings, and at that point, if we have a non-citizen in custody, we will detain them if they're described in Section 1226(c). ICE does not make release determinations without running that analysis. And so I don't think that there is any fundamental override here of the detention provisions because the Guidelines don't have anything to do with continued detention.",0,1
2022_22-58,j__sonia_sotomayor,151,All right.,Elizabeth B. Prelogar,"Correct, because of the pending removal proceedings --",0,1
2022_22-58,j__sonia_sotomayor,153,"Nothing in (a) and (c) takes away your discretion, explicitly or otherwise, to decide not to remove any particular person?",Elizabeth B. Prelogar,-- pending a decision on whether the non-citizen --,0,1
2022_22-58,j__sonia_sotomayor,155,"What it says is you have to do something when you decide to arrest and detain and remove, correct?",Elizabeth B. Prelogar,That's correct.,0,1
2022_22-58,j__sonia_sotomayor,157,"So that at any point in this process, you're saying the Guidelines -- we're focusing in on the Guidelines as making the determination of whether to detain, you're saying, no, you're making a determination as to whether to remove or not, correct?",Elizabeth B. Prelogar,"And, at that point, we are prohibited from release if there are pending removal proceedings.",0,1
2022_22-58,j__sonia_sotomayor,159,And it's only then that (a) and (c) come into effect?,Elizabeth B. Prelogar,"Yes, that's correct.",0,1
2022_22-58,j__sonia_sotomayor,161,All right.,Elizabeth B. Prelogar,Yes.,0,1
2022_22-58,j__sonia_sotomayor,163,Thank you.,Elizabeth B. Prelogar,"And we've been talking about 1226, but, Justice Sotomayor, your questions touch on 1231 as well, which has in -- in subsection (a) a directive that DHS shall remove non-citizens with final orders of removal. But this Court already said in Reno versus AADC, in -- in Justice Scalia's opinion for the Court, that the executive retains discretion not to remove at all stages, including after a final order of removal. So I think we see the same kinds of situations, and these principles of enforcement discretion apply there.",0,1
2022_22-58,j__sonia_sotomayor,283,I'm sorry.,"Judd E. Stone, II","Two responses to that question. The first is somewhat straightforward, which is to say that's in the nature of a factual assertion, a factual assertion about which Petitioners offered zero evidence whatsoever. That was a disputed fact question at trial. They offered no evidence. If there were, in fact, evidence, I think that would go -- that would be powerful evidence attacking our standing. Their assertions afterwards --",1,1
2022_22-58,j__sonia_sotomayor,285,"You have to prove standing. And we have said in Arizona, the Arizona case, that you have to show the net effect. And you didn't. You didn't show -- what the government has said and what the record clearly proves is that there's been a surge at the border; if left unattended, that surge would overwhelm all of the border states, not just Texas; and that the cost of doing that has to give them greater priorities in terms of aliens who are already here. But we know that many of those people coming in will be risks to the state of Texas, et cetera. Why haven't you shown that that net effect of keeping more people out is going to mean less than the few people that they decide to erroneously let go?","Judd E. Stone, II",-- are not a kind of evidence.,1,1
2022_22-58,j__sonia_sotomayor,287,"No, but you have to -- you have to show -- you can't look at a piece of a policy and say I don't like a piece. You have to look at the policy altogether.","Judd E. Stone, II","Respectfully, Your Honor, I think there's two points here. One is that this Court doesn't typically treat standing as an accounting exercise as to whether or not an individual who shows --",1,1
2022_22-58,j__sonia_sotomayor,325,"Counsel, I -- I --","Judd E. Stone, II","Certainly, because -- two reasons: One, because arrest -- essentially, prosecutorial discretion doesn't cover every potential possible act of enforcement from soup to nuts in the process. It is -- the core of prosecutorial discretion is the ability to choose whether or not to bring charges and prosecute them. Now I -- I agree that perhaps -- perhaps that Article II question gains strength or loses it depending on how intrusive the invasion is. But, here, 1226(c)(1) as read alongside 1226(a) and 1230 -- 12 -- 1231(a)(1), both respect the executive's prosecutorial discretion immensely. 1226(c)(1) only applies until they have made a decision whether or not to prosecute. If they decide not to, it immediately ends.",1,1
2022_22-58,j__sonia_sotomayor,327,"I'm sorry, go ahead.","Judd E. Stone, II","Certainly, because -- two reasons: One, because arrest -- essentially, prosecutorial discretion doesn't cover every potential possible act of enforcement from soup to nuts in the process. It is -- the core of prosecutorial discretion is the ability to choose whether or not to bring charges and prosecute them. Now I -- I agree that perhaps -- perhaps that Article II question gains strength or loses it depending on how intrusive the invasion is. But, here, 1226(c)(1) as read alongside 1226(a) and 1230 -- 12 -- 1231(a)(1), both respect the executive's prosecutorial discretion immensely. 1226(c)(1) only applies until they have made a decision whether or not to prosecute. If they decide not to, it immediately ends.",1,1
2022_22-58,j__sonia_sotomayor,331,"Counsel, I don't know that I understand your theory, but maybe I'm getting it. Number one, you're saying there is no command to remove anyone who falls under 1226 and 1231?","Judd E. Stone, II","We think, consistent with the district court's findings, that individual officers in ICE will go back to -- to not believing that their enforcement discretion has been restrained in the ways the prosecutorial -- the -- rather, the Guidelines and those have -- have caused that to be. More specifically about the -- the lack of -- the lack of resources, though, Your Honor, there is an on-the-record finding of bad faith in this specific context for two reasons. One, here, Petitioners have repeatedly sought to decrease their enforcement capabilities, to decrease their detention capabilities, and, two, they've persistently underused them.",1,1
2022_22-58,j__sonia_sotomayor,333,"All right. You're -- you're -- you're saying there is complete and absolute discretion for the government to say anybody charged with any crime, we're not going to remove you?","Judd E. Stone, II","We're certainly not saying that there is, Your Honor, whether or not --",1,1
2022_22-58,j__sonia_sotomayor,335,"All right. So what are you arguing? Are you arguing that only if they are told that there is a criminal who fits the 1226(c) or 1231 conditions, that they must remove those people?","Judd E. Stone, II","I -- I'm not sure that I'd concede that much, but we're certainly not arguing otherwise.",1,1
2022_22-58,j__sonia_sotomayor,337,All right. So --,"Judd E. Stone, II","Our argument doesn't run to removal at all, Justice Sotomayor.",1,1
2022_22-58,j__sonia_sotomayor,339,"-- why isn't the policy guidelines exactly what the government said, which is this has nothing to do with detention, it has to do with removal. We've made a decision that certain categories of people, we're not going to spend the money on giving them a notice of appearance or giving -- or removing them.","Judd E. Stone, II",It runs to arrest and detention.,1,1
2022_22-58,j__sonia_sotomayor,341,"Should be, but you just said to me they don't have to be.","Judd E. Stone, II","Well, Your Honor, in part because the Guidelines on their face -- and 1226(c) contains an arrest requirement. We believe that's the natural reading of ""take into custody."" But the Guidelines on their face refer to individuals who should be subject to arrest detainers and removal proceedings.",1,1
2022_22-58,j__sonia_sotomayor,343,"The government has the discretion to say I don't want to remove this person, correct?","Judd E. Stone, II",They don't have to remove --,1,1
2022_22-58,j__sonia_sotomayor,345,"So, really, this case is all about the people that a detainer has been put on and that the government can't withdraw that detainer once they put it on?","Judd E. Stone, II","I apologize, Justice. I was referring to how this does affect detainers. I agree once again we are not seeking to have any individual in specific removed.",1,1
2022_22-58,j__sonia_sotomayor,347,"Answer yes or no to that. Is that -- because there's a lot of states, for example, that don't cooperate with ISIS and they don't tell the government about somebody, but maybe the government found out about it. Do they have to go and put the detainer on that person?","Judd E. Stone, II","This case is about, under two different --",1,1
2022_22-58,j__sonia_sotomayor,349,All right. So they have to go and spend the resources to sit outside of that prison and find out what day that person is going to be released so they can arrest that person that day?,"Judd E. Stone, II",The -- the answer to your previous question is no. The answer to this question is yes.,1,1
2022_22-58,j__sonia_sotomayor,351,I -- I just asked you a direct question. Does the government now have to put the resources in place to watch the prison every day to see if someone has been released?,"Judd E. Stone, II",1226(d) actually directs the federal government to create a 24-hour accessible system for purposes of having this --,1,1
2022_22-58,j__sonia_sotomayor,353,How -- how --,"Judd E. Stone, II",The government must attempt to fulfill its mandatory detention. How it does in terms of --,1,1
2022_22-58,j__sonia_sotomayor,355,"You -- you -- you just told me something contradictory. How do you deal with 1231(h) and the fact that it says that the statute, 1231, ""does not create any right or benefit that is legally enforceable by any party""?","Judd E. Stone, II",-- individual resource or expenditures --,1,1
2022_22-58,j__sonia_sotomayor,358,So how do you get into court under 1231(h)?,"Judd E. Stone, II",May I?,1,1
2022_22-58,j__sonia_sotomayor,360,"Well, that -- that's -- you're any person. You're Texas. You saying you have a right or a cause of action, under your theory of indirect harm, that permits you to attack it under the APA, to attack it under whatever else, you fit right in any person saying that you have a right or a benefit under the APA to attack 1231, a policy?","Judd E. Stone, II","Two points, Your Honor. The first is this Court in Zadvydas v. Davis said that 1231 of its own force only prevents an individual from saying that 1231 gives them essentially a right or cause of action. It did not block it --",1,1
2022_22-58,j__sonia_sotomayor,362,"It doesn't say any more than an individual. It says that you -- does not create any -- and ""any"" is very broad -- right or benefit that is legally enforceable by any party. It doesn't say any alien party. It doesn't say anything like that.","Judd E. Stone, II","No, Your Honor. At least two points. One, no more than an individual seeking release under 2241 did. And that was a habeas --",1,1
2022_22-58,j__sonia_sotomayor,364,"Well, that -- that's -- may be prototypical, but that's not -- the language isn't limited to that situation.","Judd E. Stone, II","I agree, Justice Sotomayor. And in Zadvydas, an individual alien through a habeas corpus action was claiming his detention was illegal because of a violation of 1231 --",1,1
2022_22-58,j__sonia_sotomayor,366,It doesn't say any right or benefit that is legally enforceable by an undocumented alien. It says any party.,"Judd E. Stone, II",But --,1,1
2022_22-58,j__sonia_sotomayor,368,You're any party.,"Judd E. Stone, II",But the Court --,1,1
2022_22-58,j__sonia_sotomayor,426,"Yes. We could also assume that it's not encompassed by the question presented and deal just with the 1252 issue, correct?","Judd E. Stone, II","I don't think it's clearly presented, fairly eclipsed within the questions presented, Your Honor. It's just that the United States made such a colossal argument or an argument with such far-flung consequences that we would have been remiss not to address it. I think this Court can essentially choose to charitably ignore it on that ground. Of course, we believe that the 80 years of practice and for the reasons we outline in our brief, that they're also wrong on the merits.",1,1
2022_22-58,j__sonia_sotomayor,428,"All right. Now, secondly, you said the Guidelines were binding on immigration officers, that that's what the district court held. I'm not sure I understand its holding. Do you understand the district court to have said that the Guidelines are wrong because they impose on immigration officers a bunch of factors to look at before they decide whether to remove someone?","Judd E. Stone, II","Yes, Justice Sotomayor.",1,1
2022_22-58,j__sonia_sotomayor,430,Okay.,"Judd E. Stone, II",I think my answer is in two parts.,1,1
2022_22-58,j__sonia_sotomayor,432,"Mandatory to consider, correct?","Judd E. Stone, II","The first is that the district court found as a matter of fact that -- that -- that as a matter of fact, that individuals applying these items would treat them as mandatory. And then there's a problem with all --",1,1
2022_22-58,j__sonia_sotomayor,434,"The framework. The framework says you look at the totality of circumstances, you look at all of these things. If that's all the Guidelines say, would you have a day in court today?","Judd E. Stone, II","No, Your Honor. The finding was that they would think that the -- the framework provided by the Guidelines was, in fact, mandatory, period.",1,1
2022_22-58,j__sonia_sotomayor,436,"So you are going back on what you said to me earlier. You're saying that you believe that this statute, 1226 and 1231, take away all discretion to decide whether to remove somebody or not?","Judd E. Stone, II","Certainly, Your Honor, in part because the essence of 1226(c), of Congress's considered judgment behind that provision --",1,1
2022_22-58,j__sonia_sotomayor,438,"Well, I know you keep going back to that. But the Guidelines are talking about a decision to remove someone, to arrest, detain, or remove. And if a DHS officer looks at the totality of circumstances and says this is a person we're not going to remove, can you argue about that?","Judd E. Stone, II","No, Your Honor, only discretion whether to detain them pending the decision for removal.",1,1
2022_22-58,j__sonia_sotomayor,440,"Which says pending removal, okay.","Judd E. Stone, II","At that point, I think the 1226(c)(1) -- assuming that was the final decision, the 1226(c)(1) obligation is resolved by 1226(a). The problem --",1,1
2022_22-58,j__sonia_sotomayor,442,"All right. So, if -- did the district court anywhere say that the Guidelines categorically prevent DH officers from ever going outside of the priorities?","Judd E. Stone, II",Pending a decision.,1,1
2022_22-58,j__sonia_sotomayor,444,"But that has to go to the issue of removal. Everybody has to use Guidelines in determining whether to remove someone. If there are Guidelines to look over where are we spending our money to remove, what are we doing to remove, I don't know why, if that power is within my discretion, I can't set binding, mandatory, whatever you want to call it, Guidelines on my officers to say these are the people that I want to remove and these are the people I don't want to remove.","Judd E. Stone, II","He -- he made a finding that those three categories were looked at as exclusive. And that's in part backed up by, for example, an internal tool, the AART tool that was promulgated by DHS to its line-level officials, which specifically --",1,1
2022_22-58,j__sonia_sotomayor,446,Right.,"Judd E. Stone, II","As I -- as I understood your previous question, Justice Sotomayor, I thought you were asking me whether or not there was something showing that officers did not have the discretion to go outside of the Guidelines.",1,1
2022_22-58,j__sonia_sotomayor,448,"All right. Then we're back to my point. You are basically trying to sneak into -- you want to cabin removal and say you must remove these people, whether or not you want to or not.","Judd E. Stone, II","There is, in fact, and I believe it's record 11610, it states in bold ""other priority,"" as in not one of the three Guidelines components, is no longer permitted. It says that in bold text in internal training.",1,1
2022_22-58,j__sonia_sotomayor,450,"So, once you say that, then how can the Guidelines be wrong? Because it's simply a statement that says these aliens we're not going to remove.","Judd E. Stone, II","No, Your Honor, we have repeatedly --",1,1
2022_22-58,j__sonia_sotomayor,452,"So, once they decide they're not, and that's what a decision not to arrest or detain means, we're not going to remove you.","Judd E. Stone, II","Because the Guidelines also say we have the absolute discretion to decide whether to arrest or detain anyone. Congress has -- and, again, I want to make clear we're disclaiming that any of our arguments require the Petitioners to remove any individual in particular.",1,1
2022_22-58,j__sonia_sotomayor,454,"Well, at the moment that they make the decision, if they know the person is in jail, they don't put a detainer on them, they don't file a notice to appear, all of those acts says, at this moment today, I'm not removing you.","Judd E. Stone, II","I don't think that's accurate, Your Honor. I think -- I think, conceivably, Petitioners could make all three decisions at once. The problem is they have said that every --",1,1
2022_22-58,j__sonia_sotomayor,456,"Well, but they have by saying we're not going to put a detainer on you.","Judd E. Stone, II",They have to actually make that decision before their 1226(c) obligation is absolved. In the circumstance where they simply haven't --,1,1
2022_22-58,j__sonia_sotomayor,458,"Well, that might be, but I don't know how you would ever know that, because I know the things I see. I know he's here. I know I could put a detainer on him. I choose not to because I'm not going to choose to remove him.","Judd E. Stone, II",I think some of the slippage here is the situation where the United States simply hasn't made a decision at all relative to some given alien covered by 1226(c). 1226 --,1,1
2022_22-58,j__sonia_sotomayor,460,That -- by mistake. That --,"Judd E. Stone, II","Well, the United States postulated there would be individuals in this category that were part of 1226(c)(1) --",1,1
2022_22-58,j__sonia_sotomayor,462,"Exactly, but you're not saying to me, and I think you disavowed earlier, that they have to spend the resources to find everybody who falls into these categories and to affirmatively then say I'm not going to remove you.","Judd E. Stone, II",-- that they were unaware of.,1,1
2022_22-58,j__sonia_sotomayor,464,"Well, they have to -- they have to not remove. Okay. Thank you.","Judd E. Stone, II",They certainly have to make that affirmative statement because of the -- the way that 1226(c) --,1,1
2022_21-887,j__sonia_sotomayor,65,"In answer, earlier answer, to Justice Alito's question, you said that according to the court below, which is sort of the difficulty with it, if you win an IDEA case, you then can't pursue any other remedies, correct?",Roman Martinez,"Your Honor, we -- we challenged that and we litigated that below. As the case comes to this Court, we are no longer challenging that. And so, for purposes of -- of your decision, we think that -- that, you know, the Fry -- the -- the gravamen is the same. It is -- the gravamen of the case does involve a FAPE denial, so we haven't pressed that here.",0,1
2022_21-887,j__sonia_sotomayor,67,"Clearly. But putting that aside, let's assume the parallel litigation question. We know in the normal course of things the agency findings under the IDEA are given deference by the court reviewing it, correct?",Roman Martinez,"That was the logic of the court below, and we strongly disagree with that logic.",0,1
2022_21-887,j__sonia_sotomayor,69,"Yes, but there is some deference. Does the same hold true under an ADA claim?",Roman Martinez,"I think it depends what you mean by ""deference,"" but, certainly, respectful consideration. But I don't think they're binding, and -- and the parents are allowed to bring in new evidence. So it's --",0,1
2022_21-887,j__sonia_sotomayor,71,"So there is two separate proceedings mandated by circumstances, this odd creature, platypus, that has been created?",Roman Martinez,"No, Your Honor. The -- Congress has not decided to -- to require ADA district court judges to even respectfully consider what's happened before in the agency proceeding on a different statute.",0,1
2022_21-887,j__sonia_sotomayor,73,All right. Thank you.,Roman Martinez,"That's right, Your Honor.",0,1
